Contrato;Data de publicação;Data de celebração;Data de fecho;Prazo de execução;Preço contratual;Preço total efetivo;Entidade adjudicante (NIF);Entidade adjudicatária (NIF);Entidade adjudicatária (ID);Incrementos superiores a 15%
356;2008-09-05;2009-09-03;2009-09-05;1;15.42845;15.42845;506641376;502594381;444;0
357;2008-08-06;1970-01-01;1970-01-01;84;49.83;0.0;501294104;502721871;446;0
359;2008-09-05;1970-01-01;1970-01-01;30;7.0;0.0;680015019;508449502;450;0
360;2008-09-05;1970-01-01;1970-01-01;15;11.0735;0.0;506829260;503399531;452;0
361;2008-09-05;1970-01-01;1970-01-01;25;5.0;0.0;505170876;508589975;453;0
362;2008-09-05;1970-01-01;1970-01-01;30;15.68944;0.0;508590582;501551557;137;0
358;2008-09-05;1970-01-01;1970-01-01;1;8.0;0.0;512042659;512058040;448;0
363;2008-09-05;1970-01-01;1970-01-01;365;46800.0;0.0;508590582;502235136;455;0
364;2008-09-05;1970-01-01;2009-09-08;365;37.75;37.75;501516980;211997676;457;0
365;2008-09-08;1970-01-01;1970-01-01;15;43.18875;0.0;506810267;155084526;459;0
366;2008-09-08;1970-01-01;1970-01-01;45;8.32;0.0;506810267;172592771;460;0
367;2008-09-08;1970-01-01;1970-01-01;3;7.4;0.0;500832935;504892223;461;0
368;2008-09-04;1970-01-01;1970-01-01;172;3.956;0.0;506881784;193149010;463;0
369;2008-09-08;1970-01-01;1970-01-01;172;19.60284;0.0;506881784;502006412;464;0
370;2008-09-08;1970-01-01;1970-01-01;172;11.86628;0.0;506881784;503028517;465;0
371;2008-09-08;1970-01-01;2009-07-02;30;48.0;48.0;600013855;508485169;467;0
372;2008-09-08;2008-09-08;2008-11-04;60;17.5;17.5;505984717;507840747;468;0
374;2008-09-08;1970-01-01;1970-01-01;23;139.6954;139.6954;506772527;503899550;470;0
375;2008-09-08;1970-01-01;2008-08-31;1;1.0;1.0;508160570;502126256;471;0
376;2008-09-08;1970-01-01;2008-09-15;7;11.088;11.088;508160570;505930510;472;0
377;2008-09-08;1970-01-01;2008-09-07;2;33600.0;33600.0;508160570;505930510;472;0
378;2008-09-08;1970-01-01;2008-08-31;4;4.74;4.74;508160570;506968944;473;0
379;2008-09-08;1970-01-01;2008-08-31;4;1.232;1.232;508160570;505930510;472;0
380;2008-09-08;1970-01-01;2008-09-14;1;2.3;2.3;508160570;502126256;471;0
381;2008-09-08;1970-01-01;2008-08-17;2;2.55;2.55;508160570;502126256;471;0
382;2008-09-08;1970-01-01;2008-08-16;2;2.55;2.55;508160570;502126256;471;0
383;2008-09-08;1970-01-01;1970-01-01;6;7.80952;0.0;505187531;500729360;474;0
384;2008-09-08;1970-01-01;2008-09-07;1;3.2;3.2;508160570;502126256;471;0
385;2008-09-08;1970-01-01;2008-08-31;1;3.2;3.2;508160570;502126256;471;0
386;2008-09-08;2008-09-05;2008-12-15;110;12.0;12.0;505984717;500438986;475;0
388;2008-09-08;1970-01-01;1970-01-01;10;57800.0;0.0;600000125;500278725;476;0
389;2008-09-08;1970-01-01;1970-01-01;1;5.75;0.0;502130040;508038197;26;0
390;2008-09-08;1970-01-01;1970-01-01;15;16.259;0.0;504915266;505355760;478;0
391;2008-09-08;1970-01-01;1970-01-01;8;32000.0;0.0;508590582;680010793;479;0
392;2008-09-08;1970-01-01;1970-01-01;8;32000.0;0.0;508590582;680010793;479;0
393;2008-09-08;1970-01-01;1970-01-01;3;7.7;0.0;505932512;501821627;481;0
394;2008-09-08;1970-01-01;1970-01-01;31;52500.0;0.0;508590582;175797897;482;0
395;2008-09-08;1970-01-01;1970-01-01;2;1.27872;0.0;600000125;503848336;483;0
396;2008-09-08;1970-01-01;1970-01-01;2;80702.0;0.0;600000125;78913993;484;0
397;2008-09-08;1970-01-01;1970-01-01;2;41040.0;0.0;600000125;500133336;485;0
398;2008-09-08;1970-01-01;1970-01-01;15;10.1515;0.0;504915266;507684427;486;0
399;2008-09-08;1970-01-01;1970-01-01;75;41.666;0.0;506864960;502503661;488;0
400;2008-09-08;1970-01-01;1970-01-01;118;53.968;0.0;504845535;507545427;490;0
401;2008-09-08;1970-01-01;1970-01-01;2;41040.0;0.0;600000125;500133336;485;0
402;2008-09-08;1970-01-01;1970-01-01;15;25349.0;0.0;504293125;500749388;492;0
403;2008-09-09;1970-01-01;2008-09-03;2;6.48;6.48;508160570;504985701;493;0
404;2008-09-09;2008-09-09;2008-09-22;8;7.2;7.2;505309939;505322730;37;0
406;2008-09-09;1970-01-01;2008-08-29;4;1.16;1.16;500832935;503721514;494;0
407;2008-09-09;2008-09-09;2008-09-23;10;8.92586;8.92586;501205551;504080369;496;0
409;2008-09-09;1970-01-01;1970-01-01;5;67.15;0.0;506772446;502126256;471;0
410;2008-09-09;1970-01-01;1970-01-01;30;8.93172;0.0;501294104;500244502;333;0
411;2008-09-09;1970-01-01;1970-01-01;8;8.04319;0.0;501294104;502475668;499;0
412;2008-09-09;1970-01-01;1970-01-01;30;6.01354;0.0;501294104;500244502;333;0
413;2008-09-09;1970-01-01;1970-01-01;1;45148.0;0.0;503539473;500886113;121;0
414;2008-09-09;1970-01-01;1970-01-01;1;90000.0;0.0;503539473;507780850;501;0
415;2008-09-09;1970-01-01;1970-01-01;1;2.8125;0.0;503539473;135623901;502;0
416;2008-09-09;1970-01-01;1970-01-01;2;34480.0;0.0;503539473;500257841;389;0
417;2008-09-09;1970-01-01;1970-01-01;1;25374.0;0.0;503539473;500886113;121;0
418;2008-09-09;2008-09-08;2008-11-02;30;33.0;33.0;506963837;503857416;504;0
420;2008-09-04;2008-08-12;2008-10-15;2;44964.0;37470.0;501138960;501988785;506;0
422;2008-09-09;1970-01-01;1970-01-01;8;16.5;0.0;506346773;507529170;509;0
423;2008-09-09;1970-01-01;1970-01-01;365;2.3112;0.0;600026531;500044210;511;0
424;2008-09-09;1970-01-01;1970-01-01;365;48.0;0.0;505676770;505523060;512;0
425;2008-09-08;1970-01-01;1970-01-01;30;34.83;34.83;506722422;507265858;513;0
426;2008-09-08;2008-09-08;2009-07-10;267;40.5;40.5;506963837;500272328;514;0
428;2008-09-09;1970-01-01;1970-01-01;60;44.48386;0.0;506735524;501921672;516;0
429;2008-09-09;1970-01-01;1970-01-01;122;7.32;0.0;502017368;506247058;518;0
430;2008-09-09;1970-01-01;1970-01-01;1;5.12698;0.0;507718666;503049441;519;0
431;2008-09-09;1970-01-01;1970-01-01;15;7.78;0.0;506806898;502101555;521;0
432;2008-09-09;1970-01-01;1970-01-01;120;17.4;0.0;502264047;506380009;523;0
433;2008-09-09;1970-01-01;1970-01-01;15;42.75;0.0;672002728;512040907;525;0
434;2008-09-09;1970-01-01;1970-01-01;365;33.25;0.0;672002728;503373672;526;0
435;2008-09-09;1970-01-01;1970-01-01;35;6.171;0.0;500051054;170693660;528;0
437;2008-09-09;1970-01-01;1970-01-01;35;6.56996;0.0;500051054;170693660;528;0
436;2008-09-09;1970-01-01;1970-01-01;92;23.35405;0.0;501536272;505121247;529;0
438;2008-09-05;2008-09-05;2008-12-31;105;32.797;32.797;505410850;505760215;531;0
440;2008-09-10;1970-01-01;1970-01-01;5;6.03232;0.0;506735524;502962500;532;0
441;2008-09-10;1970-01-01;1970-01-01;50;22.8;0.0;506735524;508147379;533;0
442;2008-09-10;1970-01-01;1970-01-01;30;7.6884;0.0;506735524;502310600;534;0
443;2008-09-10;1970-01-01;1970-01-01;45;15.0;0.0;506735524;503157163;535;0
444;2008-09-10;1970-01-01;1970-01-01;1;13665.0;0.0;600000125;500198187;536;0
445;2008-09-10;1970-01-01;1970-01-01;7;6.088;0.0;600026531;500646791;338;0
446;2008-09-10;1970-01-01;1970-01-01;297;24.795;0.0;506792404;500347506;538;0
447;2008-09-10;2008-09-08;2008-09-13;5;6.71834;6.71834;501305734;180695878;540;0
449;2008-09-09;1970-01-01;1970-01-01;7;8.6;0.0;501306269;500134685;543;0
453;2008-09-10;1970-01-01;1970-01-01;365;13.75;4.75;508096707;229500536;548;0
454;2008-09-10;1970-01-01;1970-01-01;365;9.0;2.25;508096707;235750263;549;0
455;2008-09-10;1970-01-01;2008-08-21;10;8.3;8.3;505309939;507388100;550;0
456;2008-09-10;1970-01-01;1970-01-01;120;11.79125;0.0;504807692;500122520;551;0
457;2008-09-10;1970-01-01;1970-01-01;20;46.26299;0.0;500051054;502721871;446;0
458;2008-09-10;1970-01-01;1970-01-01;1;55530.0;0.0;503539473;500257841;389;0
459;2008-09-10;1970-01-01;1970-01-01;1;2520.0;0.0;503539473;501336095;554;0
460;2008-09-10;1970-01-01;1970-01-01;1;24840.0;0.0;503539473;116823852;555;0
461;2008-09-10;1970-01-01;1970-01-01;1;4.99457;0.0;503539473;505134195;427;0
462;2008-09-10;1970-01-01;1970-01-01;1;1.26655;0.0;503539473;506628132;556;0
463;2008-09-10;1970-01-01;1970-01-01;85;260.0;0.0;501157280;501426230;558;0
464;2008-09-10;1970-01-01;1970-01-01;1;3.75;0.0;502098139;504961292;285;0
465;2008-09-10;1970-01-01;1970-01-01;30;5460.0;0.0;600000125;500703795;561;0
466;2008-09-01;1970-01-01;1970-01-01;1;7.83489;0.0;501272968;508371309;563;0
467;2008-09-10;2008-08-28;2009-01-22;108;25.0;15.77009;506791238;501103490;564;0
469;2008-09-10;1970-01-01;1970-01-01;2;7669.0;0.0;502098139;503536717;321;0
470;2008-09-10;1970-01-01;1970-01-01;21;63.96636;0.0;506802698;504062859;566;0
471;2008-09-08;1970-01-01;1970-01-01;365;56.79878;0.0;505335018;500131210;568;0
472;2008-09-10;1970-01-01;1970-01-01;364;94448.0;0.0;501651888;502038411;570;0
473;2008-09-11;1970-01-01;1970-01-01;8;39684.0;0.0;600000125;501561811;571;0
474;2008-09-11;1970-01-01;1970-01-01;3;22632.0;0.0;600000125;500600724;572;0
475;2008-09-11;1970-01-01;1970-01-01;2;12779.0;0.0;600000125;78913993;484;0
476;2008-09-11;1970-01-01;1970-01-01;1;40691.0;0.0;600000125;500290946;573;0
477;2008-09-11;1970-01-01;1970-01-01;18;7.66;0.0;506614913;501196919;574;0
478;2008-09-10;1970-01-01;1970-01-01;5;3.21076;0.0;500086826;502242892;576;0
479;2008-09-11;1970-01-01;1970-01-01;2;73667.0;0.0;502098139;500297177;328;0
480;2008-09-11;1970-01-01;1970-01-01;5;47925.0;0.0;600000125;500886113;121;0
481;2008-09-11;1970-01-01;1970-01-01;4;75388.0;0.0;600000125;500886113;121;0
482;2008-09-11;1970-01-01;1970-01-01;15;6.7;0.0;502173653;508467977;580;0
483;2008-09-11;1970-01-01;1970-01-01;50;1.125;0.0;508590582;500260621;581;0
484;2008-09-11;1970-01-01;1970-01-01;1825;435.248;0.0;502177080;500697370;583;0
485;2008-09-11;1970-01-01;1970-01-01;2;44.748;0.0;512044023;512034095;201;0
486;2008-09-11;1970-01-01;1970-01-01;730;6.75587;0.0;512044023;502679468;40;0
487;2008-09-11;1970-01-01;1970-01-01;15;27.51584;0.0;512044023;512043434;584;0
488;2008-09-11;2008-09-11;2008-12-18;5;8.67228;8.67228;501205551;500221103;585;0
490;2008-09-11;2008-09-09;2008-11-05;51;112.99528;45.52296;501305734;500142858;587;0
492;2008-09-11;1970-01-01;1970-01-01;15;7.9975;0.0;501442600;502403861;589;0
493;2008-09-11;1970-01-01;1970-01-01;20;8.44879;0.0;506614913;504394029;192;0
494;2008-09-11;1970-01-01;1970-01-01;5;9442.0;0.0;600000125;502271450;591;0
495;2008-09-11;1970-01-01;1970-01-01;2;7050.0;0.0;503539473;500297177;328;0
496;2008-09-11;1970-01-01;1970-01-01;4;47450.0;0.0;503539473;500297177;328;0
497;2008-09-11;1970-01-01;2009-06-19;174;16.008;16.008;506785815;163411786;594;0
498;2008-09-11;1970-01-01;2009-06-19;174;17.748;17.748;506785815;115128670;595;0
499;2008-09-11;1970-01-01;2009-06-19;174;13.05;13.05;506785815;145038831;596;0
500;2008-09-11;1970-01-01;2009-06-19;174;42.978;42.978;506785815;501812466;597;0
501;2008-09-11;1970-01-01;2009-06-19;174;39.498;39.498;506785815;501812466;597;0
502;2008-09-11;1970-01-01;1970-01-01;2;47.8464;0.0;506829260;501061479;599;0
503;2008-09-10;2008-09-09;2009-06-15;120;56.74815;56.74815;505410850;501282564;600;0
505;2008-09-11;1970-01-01;1970-01-01;2;26.25;0.0;505187531;503589780;602;0
506;2008-09-11;1970-01-01;1970-01-01;9;10.3;0.0;505387131;508250960;603;0
507;2008-09-11;1970-01-01;1970-01-01;9;47520.0;0.0;508590582;500127166;604;0
508;2008-09-11;1970-01-01;1970-01-01;1;23.175;0.0;512084726;500247480;98;0
509;2008-09-11;1970-01-01;1970-01-01;10;7.99932;0.0;506907619;502640421;607;0
510;2008-09-11;1970-01-01;1970-01-01;20;10.044;0.0;501937471;502933747;609;0
511;2008-09-11;2008-09-11;2008-10-12;15;9.626;9.626;506321894;501155015;611;0
513;2008-09-11;1970-01-01;1970-01-01;2;6.4;0.0;506197174;506750221;614;0
514;2008-09-12;1970-01-01;1970-01-01;365;73666.0;0.0;502098139;500194670;125;0
515;2008-09-12;1970-01-01;2010-12-31;30;8.375;8.375;502510439;503387398;617;0
516;2008-09-12;2008-09-03;2008-10-31;1095;15.39;15.39;502657456;505244713;619;0
