Contrato;Data de publicação;Data de celebração;Data de fecho;Prazo de execução;Preço contratual;Preço total efetivo;Entidade adjudicante (NIF);Entidade adjudicatária (NIF);Entidade adjudicatária (ID);Incrementos superiores a 15%
110;27/08/2008;0;0;45;18.15707;0.0;508590582;500074372;171;0
111;27/08/2008;0;0;1;15.0;0.0;505932512;109612477;66;0
112;27/08/2008;0;0;5;33.25;0.0;506848957;500097763;174;0
113;27/08/2008;0;0;60;5.63644;0.0;505387131;506036014;176;0
114;27/08/2008;06/08/2008 00:00;14/08/2008 00:00;1;8.9385;8.9385;505309939;506545385;178;0
117;27/08/2008;27/08/2008 00:00;14/09/2008 00:00;4;6.0;6.0;505309939;503841285;183;0
119;28/08/2008;0;0;30;18.5202;0.0;600017087;501432507;76;0
120;28/08/2008;0;0;60;68.88;0.0;504538314;502313226;187;0
121;28/08/2008;0;0;75;35000.0;0.0;600081125;501353542;188;0
122;28/08/2008;0;0;120;1.3;0.0;600081125;501353542;188;0
123;28/08/2008;0;0;75;60000.0;0.0;600081125;501353542;188;0
124;27/08/2008;0;0;5;31.363;0.0;505676770;504850261;190;0
125;27/08/2008;0;27/08/2008 00:00;1;6.0;6.0;505309939;124685331;191;0
129;08/08/2008;0;0;30;2.02596;0.0;502104511;501536817;196;0
127;28/08/2008;27/08/2008 00:00;07/09/2008 00:00;12;4.22;4.22;505984717;501212680;194;0
130;08/08/2008;0;0;30;27546.0;0.0;502104511;212766406;197;0
131;21/08/2008;0;0;30;23470.0;0.0;502104511;505409615;198;0
132;20/08/2008;0;0;30;39264.0;0.0;502104511;502258470;199;0
133;28/08/2008;0;0;7;8.6465;0.0;512044023;512034095;201;0
134;07/08/2008;14/08/2008 00:00;0;30;138.58651;0.0;501373357;501862331;202;0
136;29/08/2008;0;0;1;26.0;0.0;506579425;504306332;205;0
137;29/08/2008;11/08/2008 00:00;23/08/2008 00:00;20;12.5;12.5;505309939;504792164;206;0
139;28/08/2008;0;0;1;28.6;0.0;501272968;508146941;207;0
140;29/08/2008;0;0;30;52147.0;0.0;502104511;502030712;208;0
141;08/08/2008;0;0;30;22531.0;0.0;502104511;502393157;209;0
142;08/08/2008;0;0;30;960.0;0.0;502104511;501914420;210;0
143;08/08/2008;0;0;30;2400.0;0.0;502104511;501914420;210;0
144;14/08/2008;0;0;30;15802.0;0.0;502104511;502849460;211;0
145;29/08/2008;0;0;2;10.091;0.0;506657957;502085576;213;0
146;29/08/2008;0;0;365;14.324;0.0;501547371;502479418;215;0
147;29/08/2008;0;0;365;38.409;0.0;501547371;502479418;215;0
148;29/08/2008;0;0;365;14.027;0.0;501547371;502479418;215;0
149;29/08/2008;0;0;365;19.532;0.0;501547371;502479418;215;0
150;29/08/2008;0;0;365;12.069;0.0;501547371;502479418;215;0
151;29/08/2008;0;0;365;80.329;0.0;501547371;502479418;215;0
152;29/08/2008;0;0;365;82.066;0.0;501547371;502479418;215;0
153;29/08/2008;0;0;365;46.08;0.0;501547371;502479418;215;0
154;29/08/2008;0;0;30;13.52;0.0;501613021;501387080;217;0
155;29/08/2008;0;0;30;63.8;0.0;506791220;119057514;218;0
156;11/08/2008;0;0;1;4.47;0.0;507012100;502832266;219;0
157;29/08/2008;0;0;1;68.232;0.0;503539473;504821440;117;0
158;29/08/2008;0;0;1;11.82;0.0;503539473;500077568;222;0
159;29/08/2008;0;0;3;27.4536;0.0;503539473;500194670;125;0
160;29/08/2008;0;0;3;27.4536;0.0;503539473;500194670;125;0
161;29/08/2008;0;0;5;3.45;0.0;503539473;500032335;224;0
162;29/08/2008;0;0;5;4.4724;0.0;503539473;502098317;122;0
163;29/08/2008;0;0;5;12.60801;0.0;501156003;502047097;227;0
164;29/08/2008;0;0;5;6.1;0.0;501156003;502803843;228;0
165;29/08/2008;29/08/2008 00:00;10/09/2008 00:00;12;7.25784;7.25784;506862763;506841316;230;0
167;29/08/2008;0;0;5;4.52828;0.0;506806898;157701700;233;0
168;29/08/2008;0;28/09/2008 00:00;1;12.0;12.0;506349381;506469077;235;0
169;17/06/2009;0;0;15;2.68655;0.0;501120149;508270405;236;0
170;01/09/2008;0;0;10;6.7;0.0;506812820;500296472;238;0
171;01/09/2008;27/08/2008 00:00;23/09/2008 00:00;35;23.5;22.325;501258027;508691176;240;0
173;26/08/2008;14/08/2008 00:00;30/12/2008 00:00;30;30.368;30.368;506963837;500231206;242;0
175;01/09/2008;0;0;30;35795.0;0.0;502104511;504419447;243;0
176;01/09/2008;0;0;30;4.8144;0.0;502104511;501990046;244;0
177;01/09/2008;0;0;30;1.66116;0.0;502104511;503899739;245;0
178;01/09/2008;0;0;30;1.50914;0.0;502104511;503899739;245;0
179;08/08/2008;0;0;30;10200.0;0.0;502104511;506237052;246;0
180;08/08/2008;0;0;30;10200.0;0.0;502104511;506237052;246;0
181;01/09/2008;0;0;30;2280.0;0.0;502104511;501904760;247;0
182;01/09/2008;0;0;30;300.0;0.0;502104511;501904760;247;0
183;01/09/2008;0;0;2;7.9252;0.0;505932512;507448979;248;0
184;01/09/2008;0;0;5;70980.0;0.0;600015955;507477740;250;0
185;01/09/2008;0;0;180;79500.0;0.0;680000054;506025969;252;0
186;01/09/2008;0;0;1;9.9;0.0;506772527;503733580;254;0
187;01/09/2008;0;02/09/2009 00:00;30;12.02547;12.02547;501328599;501290567;256;0
188;01/09/2008;0;0;1;18.0;0.0;506772527;506752828;257;0
189;01/09/2008;0;0;1;14.5;0.0;506772527;506227871;258;0
190;01/09/2008;0;0;2;5.14286;0.0;505335018;501915451;260;0
191;02/09/2008;02/09/2008 00:00;02/09/2009 00:00;365;42.0;42.0;501205551;500038619;262;0
193;02/09/2008;0;0;3;11.3016;0.0;501457399;506798364;264;0
194;02/09/2008;0;0;3;12.36556;0.0;501457399;503270350;265;0
195;02/09/2008;0;0;3;9.3248;0.0;501457399;503270350;265;0
196;02/09/2008;0;0;7;8.04919;0.0;501457399;501576436;266;0
197;02/09/2008;0;0;3;12.9693;0.0;501457399;500134960;268;0
198;02/09/2008;0;0;2;7.0224;0.0;501457399;980218764;50;0
199;02/09/2008;0;0;1;9.45;0.0;501457399;504282921;270;0
200;02/09/2008;0;0;2;12.3816;0.0;501457399;980218764;50;0
201;02/09/2008;0;0;61;16.9357;0.0;600000303;504839748;272;0
202;02/09/2008;0;0;61;18.40594;0.0;600000303;501326456;273;0
203;02/09/2008;0;0;30;10.13496;0.0;506735524;501075666;275;0
204;02/09/2008;0;0;1;6.05173;0.0;511280521;511269420;277;0
205;02/09/2008;0;0;15;8.5;0.0;508666236;501190295;279;0
206;02/09/2008;0;0;15;10.8642;0.0;512044023;112095305;280;0
207;02/09/2008;0;0;10;10.8276;0.0;501120149;503293946;281;0
208;02/09/2008;0;0;1;14.0;0.0;506772527;507537734;282;0
209;02/09/2008;0;0;1;16.3;0.0;502098139;508146941;207;0
210;02/09/2008;0;0;1;3.625;0.0;502098139;504961292;285;0
211;02/09/2008;0;0;1;3.75;0.0;502098139;504961292;285;0
212;02/09/2008;0;0;1;1.81875;0.0;502098139;214964795;286;0
213;02/09/2008;0;0;1;30.54441;0.0;502098139;505009145;287;0
214;02/09/2008;0;0;1;7.65;7.65;506722422;504814630;289;0
215;02/09/2008;0;0;1;5.3551;0.0;506676056;182930670;291;0
216;02/09/2008;0;0;30;7.2;0.0;506787249;505616297;293;0
217;02/09/2008;0;0;153;19.8;0.0;502833530;507019318;295;0
218;02/09/2008;0;0;334;11.52;0.0;502833530;200739735;296;0
219;03/09/2008;0;0;55;6.9;0.0;506609553;504236091;298;0
220;03/09/2008;0;0;4;5.735;0.0;600000125;501347887;300;0
221;03/09/2008;0;0;365;5.49;0.0;505985217;505296713;302;True
223;03/09/2008;02/09/2008 00:00;27/04/2009 00:00;60;68.99108;61.99108;506829197;506064263;305;0
225;03/09/2008;02/09/2008 00:00;24/04/2009 00:00;60;57.1254;53.72906;506829197;506064263;305;0
227;03/09/2008;21/08/2008 00:00;24/10/2008 00:00;10;8.25;8.25;506791238;505502275;309;0
229;03/09/2008;0;0;1;16.0;0.0;506609553;503207012;311;0
230;03/09/2008;0;0;365;19.44;0.0;505478471;501707328;313;0
231;03/09/2008;0;0;1;8.75;0.0;506609553;504174142;314;0
232;03/09/2008;0;0;1;10.0;0.0;506772527;504306332;205;0
233;03/09/2008;0;0;1;9.75;0.0;506772527;504306332;205;0
234;03/09/2008;0;0;20;7.899;0.0;671000497;511021380;317;0
235;03/09/2008;0;0;3;1.386;0.0;502098139;505076780;318;0
